honk|direct|877|13.263|16.429|253.604|2040.151|0/200
honk|hy2|267|75.391|144.587|171.303|209.632|0/200
honk|tuic|261|30.032|67.089|78.956|137.535|0/200
honk|ss2022|356|17.586|31.881|41.419|192.975|0/200
honk|trojan|293|14.632|30.428|38.831|39.198|1/200
dae|direct|896|12.817|22.490|240.131|1032.783|0/200
dae|hy2|188|45.731|84.419|104.706|120.980|1/200
dae|tuic|191|104.555|114.873|120.645|124.333|0/200
dae|ss2022|invalid|-|-|-|-|arm-failed
dae|trojan|173|23.968|29.960|36.468|52.650|0/200
