honk|direct|0.004662|-|-|9412|0.00|42
honk|vless-vision|0.004878|0.003288|0.004025|9372|0.60|45
honk|vless-vision/udp||-|-|0(-)|0.00|-
honk|vless-reality|0.004688|0.004082|0.008033|9367|0.45|45
honk|vless-reality/udp||-|-|0(-)|0.00|-
honk|vmess|0.002331|0.001537|0.002345|9373|0.51|37
honk|vmess/udp||-|-|0(-)|0.00|-
