honk|direct|879|13.113|15.419|41.152|1039.199|0/200
honk|hy2|269|78.568|130.222|164.253|174.220|5/200
honk|tuic|260|29.525|74.250|114.847|152.543|0/200
dae|direct|890|12.985|16.368|236.952|253.640|0/200
dae|hy2|188|44.461|79.864|87.126|112.285|0/200
dae|tuic|193|104.996|114.456|118.337|140.104|0/200
