honk|direct|862|13.002|16.479|242.418|1029.457|0/200
honk|vless-vision|168|20.982|27.540|39.023|41.167|8/200
honk|vless-reality|274|23.728|40.140|53.338|60.719|0/200
honk|vmess|335|16.180|30.661|37.198|37.754|0/200
