honk|direct|9411|2.408|2.835|3.200|3.873|0/200
honk|vless-vision|9353|5.071|7.483|16.677|61.435|0/200
honk|vless-reality|9320|5.446|10.753|16.910|29.318|0/200
honk|vmess|7789|4.461|37.872|48.780|51.388|0/200
