honk|direct|0.002490|-|-|9406|0.00|55
honk|ss2022|0.001899|0.001401|0.002032|9402|0.37|62
honk|ss2022/udp|0.000061|-|-|2192(44.6%)|1.35|-
honk|trojan|0.005092|0.001213|0.003318|9398|0.40|56
honk|trojan/udp|0.000120|-|-|1438(66.5%)|0.99|-
